ElementId,Category,Type Name,Level,ApprovedLabel,MissingList,Assembly Code,ConnCount,ConnSizes_m,Default Thickness,Description,EndX_m,EndY_m,EndZ_m,Fire Rating,Insulation Thickness,Length_m,Lining Thickness,Material,Model,Service Type,StartX_m,StartY_m,StartZ_m,Structural,SurfaceArea_m2,System Type,Type Mark,Volume_m3,Width,is_missing_Default Thickness,is_missing_Model,is_missing_Service Type,is_missing_System Type,is_missing_Type Mark,is_missing_Width
﻿1666505,Pipes,Standard,L1,Pass,,VFT-87,2,D=0.0400;D=0.0400,,,-104.53990307823015,105.97077826983602,2.7500000000000004,,0 mm,7.0000000000000009,,Copper,,,-97.539903078230139,105.970778269836,2.7500000000000004,,0.84014260153459386,Domestic Hot Water,DF-98,0.0079802428230814539,,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
﻿1666507,Pipes,Standard,L1,Pass,,VFT-87,2,D=0.1500;D=0.1500,,,-107.93612280190986,109.98025221723226,2.7500000000000004,,0 mm,21.0,,Copper,,,-128.93612280190987,109.98025221723233,2.7500000000000004,,10.090830581703852,Vent,DF-98,0.38305165550791653,,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
﻿1666509,Pipes,Standard,L1,Pass,,VFT-87,2,D=0.1500;D=0.1500,,,-131.58645303832435,107.34103548198895,2.7500000000000004,,25 mm,24.000000000000004,,Copper,,,-131.58645303832441,83.341035481988939,2.7500000000000004,,11.527166742925102,Domestic Cold Water,DF-98,0.43777332058047597,,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
﻿1666511,Pipes,Standard,L1,Pass,,VFT-87,2,D=0.0320;D=0.0320,,,-107.93612280190986,44.320869698449513,2.7500000000000004,,25 mm,11.55395120867645,,Copper,,,-119.49007401058633,44.320869698449549,2.7500000000000004,,1.1540386343215174,Domestic Cold Water,DF-98,0.0091471563701664652,,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
﻿1666589,Pipes,Standard,L1,Pass,,VFT-87,2,D=0.1500;D=0.1500,,,-35.700509978133802,-57.949833616806487,2.7500000000000004,,25 mm,8.0000000000000018,,Copper,,,-35.700509978133809,-65.949833616806487,2.7500000000000004,,3.8667072164117511,Domestic Cold Water,DF-98,0.14592444019349213,,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
﻿1666591,Pipes,Standard,L1,Pass,,VFT-87,2,D=0.0400;D=0.0400,,,-42.70050997813378,-9.3987379561220674,2.7500000000000004,,0 mm,7.0000000000000009,,Copper,,,-35.70050997813378,-9.3987379561220887,2.7500000000000004,,0.84014260153458975,Domestic Hot Water,DF-98,0.0079802428230816118,,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
﻿1666593,Pipes,Standard,L1,Pass,,VFT-87,2,D=0.1500;D=0.1500,,,-95.93612280190986,-5.3892640087258306,2.7500000000000004,,0 mm,21.0,,Copper,,,-116.93612280190986,-5.3892640087257631,2.7500000000000004,,10.090830581703845,Vent,DF-98,0.38305165550791576,,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
﻿1666595,Pipes,Standard,L1,Pass,,VFT-87,2,D=0.1500;D=0.1500,,,-119.58645303832435,-43.98854918327919,2.7500000000000004,,25 mm,24.000000000000004,,Copper,,,-119.58645303832438,-67.98854918327919,2.7500000000000004,,11.527166742925102,Domestic Cold Water,DF-98,0.43777332058047597,,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
﻿1666597,Pipes,Standard,L1,Pass,,VFT-87,2,D=0.0320;D=0.0320,,,-95.93612280190986,-64.386818349177432,2.7500000000000004,,25 mm,11.55395120867645,,Copper,,,-107.49007401058631,-64.386818349177403,2.7500000000000004,,1.1540386343215174,Domestic Cold Water,DF-98,0.0091471563701664652,,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
﻿1666659,Pipes,Standard,L1,Pass,,VFT-87,2,D=0.1500;D=0.1500,,,50.236580730240306,144.80305632863121,2.7500000000000004,,25 mm,8.0000000000000018,,Copper,,,50.236580730240291,136.80305632863119,2.7500000000000004,,3.8667072164117511,Domestic Cold Water,DF-98,0.1459244401934921,,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
